GATE_HI_SH: -2636.874><619.2256><-1667.633><830.1851><1><0
Connection: SH_A24,SH_S06,43,4,32,19,3,0
Connection: SH_A25,SH_D01,5,32,195,23,1,3
Connection: SH_A26,SH_E05,9,22,29,4,1,3
Connection: SH_B01,SH_C10,102,26,3,27,0,2
Connection: SH_B01,SH_B08,48,19,9,12,3,2
Connection: SH_B02,SH_B03,100,32,4,12,1,2
Connection: SH_B03,SH_C04,45,75,6,62,1,3
Connection: SH_B05,SH_C08,9,3,144,32,3,1
Connection: SH_B06,SH_B11,44,37,3,57,0,2
Connection: SH_B07,SH_B13,6,6,91,32,3,1
Connection: SH_B08,SH_C02,11,59,150,16,2,3
Connection: SH_B09,SH_C02,22,71,142,18,1,3
Connection: SH_B09,SH_C03,43,5,2,30,0,2
Connection: SH_B10,SH_B13,97,32,9,3,1,3
Connection: SH_B10,SH_D02,2,11,200,11,2,0
Connection: SH_B11,SH_FB01,24,71,12,18,1,3
Connection: SH_B11,SH_D02,24,9,10,31,3,1
Connection: SH_B12,SH_E03,44,67,3,3,0,3
Connection: SH_B12,SH_S09,45,5,11,9,0,3
Connection: SH_B12,SH_E02,6,9,251,28,3,0
Connection: SH_B13,SH_S07,9,30,9,9,1,3
Connection: SH_B15,SH_C03,42,58,5,13,0,2
Connection: SH_B15,SH_B16,3,11,99,6,2,0
Connection: SH_B16,SH_C07,2,6,49,55,2,0
Connection: SH_B17,SH_C09,100,15,3,14,0,2
Connection: SH_B17,SH_C07,3,11,49,20,2,0
Connection: SH_C01,SH_C03,19,7,81,6,3,3
Connection: SH_C03,SH_S10,146,19,17,19,0,2
Connection: SH_C04,SH_C05,41,62,5,26,3,2
Connection: SH_C04,SH_S02,46,38,16,18,0,2
Connection: SH_C05,SH_E05,142,15,2,29,0,2
Connection: SH_C07,SH_S01,11,52,29,19,3,0
Connection: SH_C11,SH_D01,38,12,19,3,3,3
Connection: SH_C13,SH_E05,2,19,243,19,2,0
Connection: SH_D02,SH_E02,118,9,68,9,3,3
Connection: SH_D03,SH_H01,6,6,195,47,3,3
Connection: SH_E01,SH_E03,20,3,247,5,3,3
Connection: SH_E01,SH_E04,245,4,16,4,3,3
Connection: SH_E02,SH_S08,10,8,11,27,3,1
Connection: SH_E04,SH_H01,250,4,11,6,3,3
Connection: SH_FB01,SH_FB02,51,16,9,27,3,1
